timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%]
2018/10/21 17:34:32.714, [Not Supported], 0 %, 0 %
2018/10/21 17:34:33.715, [Not Supported], 0 %, 0 %
2018/10/21 17:34:34.716, [Not Supported], 0 %, 0 %
2018/10/21 17:34:35.717, [Not Supported], 0 %, 0 %
2018/10/21 17:34:36.718, [Not Supported], 0 %, 0 %
2018/10/21 17:34:37.719, [Not Supported], 0 %, 0 %
2018/10/21 17:34:38.720, [Not Supported], 0 %, 0 %
2018/10/21 17:34:39.721, [Not Supported], 0 %, 0 %
2018/10/21 17:34:40.722, [Not Supported], 0 %, 0 %
2018/10/21 17:34:41.723, [Not Supported], 0 %, 0 %
2018/10/21 17:34:42.725, [Not Supported], 0 %, 0 %
2018/10/21 17:34:43.726, [Not Supported], 0 %, 0 %
2018/10/21 17:34:44.727, [Not Supported], 0 %, 0 %
2018/10/21 17:34:45.728, [Not Supported], 0 %, 0 %
2018/10/21 17:34:46.729, [Not Supported], 0 %, 0 %
2018/10/21 17:34:47.729, [Not Supported], 0 %, 0 %
2018/10/21 17:34:48.730, [Not Supported], 0 %, 0 %
2018/10/21 17:34:49.731, [Not Supported], 0 %, 0 %
2018/10/21 17:34:50.732, [Not Supported], 0 %, 0 %
2018/10/21 17:34:51.733, [Not Supported], 0 %, 0 %
2018/10/21 17:34:52.735, [Not Supported], 0 %, 0 %
2018/10/21 17:34:53.736, [Not Supported], 0 %, 0 %
2018/10/21 17:34:54.737, [Not Supported], 0 %, 0 %
2018/10/21 17:34:55.738, [Not Supported], 0 %, 0 %
2018/10/21 17:34:56.739, [Not Supported], 0 %, 0 %
2018/10/21 17:34:57.740, [Not Supported], 0 %, 0 %
2018/10/21 17:34:58.742, [Not Supported], 0 %, 0 %
2018/10/21 17:34:59.743, [Not Supported], 0 %, 0 %
2018/10/21 17:35:00.744, [Not Supported], 0 %, 0 %
2018/10/21 17:35:01.745, [Not Supported], 0 %, 0 %
2018/10/21 17:35:02.746, [Not Supported], 0 %, 0 %
2018/10/21 17:35:03.747, [Not Supported], 0 %, 0 %
2018/10/21 17:35:04.748, [Not Supported], 0 %, 0 %
2018/10/21 17:35:05.749, [Not Supported], 0 %, 0 %
2018/10/21 17:35:06.749, [Not Supported], 0 %, 0 %
2018/10/21 17:35:07.751, [Not Supported], 0 %, 0 %
2018/10/21 17:35:08.752, [Not Supported], 0 %, 0 %
2018/10/21 17:35:09.753, [Not Supported], 0 %, 0 %
2018/10/21 17:35:10.754, [Not Supported], 0 %, 0 %
2018/10/21 17:35:11.755, [Not Supported], 0 %, 0 %
2018/10/21 17:35:12.756, [Not Supported], 0 %, 0 %
2018/10/21 17:35:13.757, [Not Supported], 0 %, 0 %
2018/10/21 17:35:14.758, [Not Supported], 0 %, 0 %
2018/10/21 17:35:15.759, [Not Supported], 0 %, 0 %
2018/10/21 17:35:16.761, [Not Supported], 0 %, 0 %
2018/10/21 17:35:17.761, [Not Supported], 0 %, 0 %
2018/10/21 17:35:18.762, [Not Supported], 0 %, 0 %
2018/10/21 17:35:19.764, [Not Supported], 0 %, 0 %
2018/10/21 17:35:20.765, [Not Supported], 0 %, 0 %
2018/10/21 17:35:21.766, [Not Supported], 0 %, 0 %
2018/10/21 17:35:22.767, [Not Supported], 0 %, 0 %
2018/10/21 17:35:23.768, [Not Supported], 0 %, 0 %
2018/10/21 17:35:24.769, [Not Supported], 0 %, 0 %
2018/10/21 17:35:25.770, [Not Supported], 0 %, 0 %
2018/10/21 17:35:26.771, [Not Supported], 0 %, 0 %
2018/10/21 17:35:27.772, [Not Supported], 0 %, 0 %
2018/10/21 17:35:28.774, [Not Supported], 0 %, 0 %
2018/10/21 17:35:29.775, [Not Supported], 0 %, 0 %
2018/10/21 17:35:30.776, [Not Supported], 0 %, 0 %
2018/10/21 17:35:31.777, [Not Supported], 0 %, 0 %
2018/10/21 17:35:32.778, [Not Supported], 0 %, 0 %
2018/10/21 17:35:33.779, [Not Supported], 0 %, 0 %
2018/10/21 17:35:34.781, [Not Supported], 0 %, 0 %
2018/10/21 17:35:35.782, [Not Supported], 0 %, 0 %
2018/10/21 17:35:36.783, [Not Supported], 0 %, 0 %
2018/10/21 17:35:37.784, [Not Supported], 0 %, 0 %
2018/10/21 17:35:38.785, [Not Supported], 0 %, 0 %
2018/10/21 17:35:39.786, [Not Supported], 0 %, 0 %
2018/10/21 17:35:40.787, [Not Supported], 0 %, 0 %
2018/10/21 17:35:41.789, [Not Supported], 0 %, 0 %
2018/10/21 17:35:42.790, [Not Supported], 0 %, 0 %
2018/10/21 17:35:43.791, [Not Supported], 0 %, 0 %
2018/10/21 17:35:44.792, [Not Supported], 30 %, 10 %
2018/10/21 17:35:45.793, [Not Supported], 32 %, 11 %
2018/10/21 17:35:46.793, [Not Supported], 30 %, 11 %
2018/10/21 17:35:47.794, [Not Supported], 47 %, 33 %
2018/10/21 17:35:48.795, [Not Supported], 52 %, 32 %
2018/10/21 17:35:49.795, [Not Supported], 49 %, 32 %
2018/10/21 17:35:50.796, [Not Supported], 54 %, 34 %
2018/10/21 17:35:51.797, [Not Supported], 49 %, 32 %
2018/10/21 17:35:52.799, [Not Supported], 48 %, 34 %
2018/10/21 17:35:53.799, [Not Supported], 53 %, 33 %
2018/10/21 17:35:54.800, [Not Supported], 14 %, 8 %
2018/10/21 17:35:55.801, [Not Supported], 0 %, 0 %
2018/10/21 17:35:56.802, [Not Supported], 4 %, 3 %
2018/10/21 17:35:57.803, [Not Supported], 0 %, 0 %
2018/10/21 17:35:58.804, [Not Supported], 0 %, 0 %
2018/10/21 17:35:59.805, [Not Supported], 0 %, 0 %
2018/10/21 17:36:00.806, [Not Supported], 8 %, 6 %
2018/10/21 17:36:01.807, [Not Supported], 0 %, 0 %
2018/10/21 17:36:02.808, [Not Supported], 8 %, 6 %
2018/10/21 17:36:03.809, [Not Supported], 0 %, 0 %
2018/10/21 17:36:04.810, [Not Supported], 0 %, 0 %
2018/10/21 17:36:05.811, [Not Supported], 0 %, 0 %
2018/10/21 17:36:06.812, [Not Supported], 8 %, 6 %
2018/10/21 17:36:07.813, [Not Supported], 0 %, 0 %
2018/10/21 17:36:08.814, [Not Supported], 3 %, 2 %
2018/10/21 17:36:09.815, [Not Supported], 0 %, 0 %
2018/10/21 17:36:10.816, [Not Supported], 0 %, 0 %
2018/10/21 17:36:11.817, [Not Supported], 0 %, 0 %
2018/10/21 17:36:12.818, [Not Supported], 9 %, 6 %
2018/10/21 17:36:13.819, [Not Supported], 0 %, 0 %
2018/10/21 17:36:14.820, [Not Supported], 8 %, 6 %
2018/10/21 17:36:15.822, [Not Supported], 0 %, 0 %
2018/10/21 17:36:16.822, [Not Supported], 0 %, 0 %
2018/10/21 17:36:17.824, [Not Supported], 0 %, 0 %
2018/10/21 17:36:18.825, [Not Supported], 8 %, 6 %
2018/10/21 17:36:19.826, [Not Supported], 0 %, 0 %
2018/10/21 17:36:20.827, [Not Supported], 8 %, 6 %
2018/10/21 17:36:21.828, [Not Supported], 0 %, 0 %
2018/10/21 17:36:22.830, [Not Supported], 0 %, 0 %
2018/10/21 17:36:23.831, [Not Supported], 0 %, 0 %
2018/10/21 17:36:24.832, [Not Supported], 8 %, 6 %
2018/10/21 17:36:25.833, [Not Supported], 0 %, 0 %
2018/10/21 17:36:26.834, [Not Supported], 8 %, 6 %
2018/10/21 17:36:27.835, [Not Supported], 0 %, 0 %
2018/10/21 17:36:28.836, [Not Supported], 0 %, 0 %
2018/10/21 17:36:29.838, [Not Supported], 0 %, 0 %
2018/10/21 17:36:30.839, [Not Supported], 5 %, 4 %
2018/10/21 17:36:31.840, [Not Supported], 0 %, 0 %
2018/10/21 17:36:32.841, [Not Supported], 8 %, 6 %
2018/10/21 17:36:33.842, [Not Supported], 0 %, 0 %
2018/10/21 17:36:34.843, [Not Supported], 0 %, 0 %
2018/10/21 17:36:35.844, [Not Supported], 0 %, 0 %
2018/10/21 17:36:36.845, [Not Supported], 8 %, 6 %
2018/10/21 17:36:37.846, [Not Supported], 0 %, 0 %
2018/10/21 17:36:38.848, [Not Supported], 8 %, 6 %
2018/10/21 17:36:39.849, [Not Supported], 0 %, 0 %
2018/10/21 17:36:40.850, [Not Supported], 0 %, 0 %
2018/10/21 17:36:41.851, [Not Supported], 0 %, 0 %
2018/10/21 17:36:42.852, [Not Supported], 8 %, 6 %
2018/10/21 17:36:43.854, [Not Supported], 0 %, 0 %
2018/10/21 17:36:44.855, [Not Supported], 8 %, 6 %
2018/10/21 17:36:45.856, [Not Supported], 0 %, 0 %
2018/10/21 17:36:46.857, [Not Supported], 0 %, 0 %
2018/10/21 17:36:47.858, [Not Supported], 0 %, 0 %
2018/10/21 17:36:48.859, [Not Supported], 8 %, 6 %
2018/10/21 17:36:49.860, [Not Supported], 0 %, 0 %
2018/10/21 17:36:50.862, [Not Supported], 8 %, 6 %
2018/10/21 17:36:51.863, [Not Supported], 0 %, 0 %
2018/10/21 17:36:52.864, [Not Supported], 0 %, 0 %
2018/10/21 17:36:53.865, [Not Supported], 0 %, 0 %
2018/10/21 17:36:54.866, [Not Supported], 7 %, 5 %
2018/10/21 17:36:55.867, [Not Supported], 0 %, 0 %
2018/10/21 17:36:56.869, [Not Supported], 8 %, 6 %
2018/10/21 17:36:57.870, [Not Supported], 0 %, 0 %
2018/10/21 17:36:58.871, [Not Supported], 0 %, 0 %
2018/10/21 17:36:59.872, [Not Supported], 0 %, 0 %
2018/10/21 17:37:00.873, [Not Supported], 8 %, 6 %
2018/10/21 17:37:01.874, [Not Supported], 0 %, 0 %
2018/10/21 17:37:02.875, [Not Supported], 8 %, 6 %
2018/10/21 17:37:03.876, [Not Supported], 0 %, 0 %
2018/10/21 17:37:04.877, [Not Supported], 0 %, 0 %
2018/10/21 17:37:05.878, [Not Supported], 0 %, 0 %
2018/10/21 17:37:06.879, [Not Supported], 8 %, 6 %
2018/10/21 17:37:07.880, [Not Supported], 0 %, 0 %
2018/10/21 17:37:08.881, [Not Supported], 8 %, 6 %
2018/10/21 17:37:09.882, [Not Supported], 0 %, 0 %
2018/10/21 17:37:10.884, [Not Supported], 0 %, 0 %
2018/10/21 17:37:11.885, [Not Supported], 0 %, 0 %
2018/10/21 17:37:12.886, [Not Supported], 8 %, 6 %
2018/10/21 17:37:13.887, [Not Supported], 1 %, 1 %
2018/10/21 17:37:14.889, [Not Supported], 0 %, 0 %
2018/10/21 17:37:15.890, [Not Supported], 0 %, 0 %
2018/10/21 17:37:16.891, [Not Supported], 0 %, 0 %
2018/10/21 17:37:17.892, [Not Supported], 0 %, 0 %
2018/10/21 17:37:18.893, [Not Supported], 0 %, 0 %
2018/10/21 17:37:19.894, [Not Supported], 12 %, 8 %
2018/10/21 17:37:20.895, [Not Supported], 0 %, 0 %
2018/10/21 17:37:21.896, [Not Supported], 0 %, 0 %
2018/10/21 17:37:22.897, [Not Supported], 0 %, 0 %
2018/10/21 17:37:23.898, [Not Supported], 34 %, 23 %
2018/10/21 17:37:24.899, [Not Supported], 20 %, 13 %
2018/10/21 17:37:25.900, [Not Supported], 31 %, 21 %
2018/10/21 17:37:26.901, [Not Supported], 29 %, 13 %
2018/10/21 17:37:27.901, [Not Supported], 6 %, 1 %
2018/10/21 17:37:28.902, [Not Supported], 12 %, 6 %
2018/10/21 17:37:29.903, [Not Supported], 26 %, 19 %
2018/10/21 17:37:30.904, [Not Supported], 4 %, 2 %
2018/10/21 17:37:31.905, [Not Supported], 0 %, 0 %
2018/10/21 17:37:32.906, [Not Supported], 0 %, 0 %
2018/10/21 17:37:33.907, [Not Supported], 6 %, 4 %
2018/10/21 17:37:34.908, [Not Supported], 6 %, 4 %
2018/10/21 17:37:35.909, [Not Supported], 0 %, 0 %
2018/10/21 17:37:36.910, [Not Supported], 8 %, 4 %
2018/10/21 17:37:37.911, [Not Supported], 7 %, 4 %
2018/10/21 17:37:38.912, [Not Supported], 7 %, 4 %
2018/10/21 17:37:39.913, [Not Supported], 0 %, 0 %
2018/10/21 17:37:40.914, [Not Supported], 0 %, 0 %
2018/10/21 17:37:41.915, [Not Supported], 7 %, 4 %
2018/10/21 17:37:42.917, [Not Supported], 13 %, 8 %
2018/10/21 17:37:43.918, [Not Supported], 7 %, 4 %
2018/10/21 17:37:44.919, [Not Supported], 0 %, 0 %
2018/10/21 17:37:45.920, [Not Supported], 2 %, 1 %
2018/10/21 17:37:46.921, [Not Supported], 7 %, 4 %
2018/10/21 17:37:47.922, [Not Supported], 7 %, 4 %
2018/10/21 17:37:48.924, [Not Supported], 0 %, 0 %
2018/10/21 17:37:49.925, [Not Supported], 7 %, 4 %
2018/10/21 17:37:50.926, [Not Supported], 9 %, 6 %
2018/10/21 17:37:51.927, [Not Supported], 7 %, 4 %
2018/10/21 17:37:52.928, [Not Supported], 0 %, 0 %
2018/10/21 17:37:53.929, [Not Supported], 7 %, 4 %
2018/10/21 17:37:54.930, [Not Supported], 0 %, 0 %
2018/10/21 17:37:55.932, [Not Supported], 3 %, 2 %
2018/10/21 17:37:56.933, [Not Supported], 0 %, 0 %
2018/10/21 17:37:57.934, [Not Supported], 8 %, 4 %
2018/10/21 17:37:58.935, [Not Supported], 7 %, 4 %
2018/10/21 17:37:59.936, [Not Supported], 11 %, 8 %
2018/10/21 17:38:00.937, [Not Supported], 7 %, 4 %
2018/10/21 17:38:01.938, [Not Supported], 0 %, 0 %
2018/10/21 17:38:02.939, [Not Supported], 0 %, 0 %
2018/10/21 17:38:03.941, [Not Supported], 7 %, 4 %
2018/10/21 17:38:04.941, [Not Supported], 0 %, 0 %
2018/10/21 17:38:05.942, [Not Supported], 13 %, 8 %
2018/10/21 17:38:06.944, [Not Supported], 6 %, 4 %
2018/10/21 17:38:07.945, [Not Supported], 9 %, 6 %
2018/10/21 17:38:08.946, [Not Supported], 10 %, 7 %
2018/10/21 17:38:09.947, [Not Supported], 0 %, 0 %
2018/10/21 17:38:10.948, [Not Supported], 0 %, 0 %
2018/10/21 17:38:11.950, [Not Supported], 7 %, 4 %
2018/10/21 17:38:12.951, [Not Supported], 0 %, 0 %
2018/10/21 17:38:13.952, [Not Supported], 0 %, 0 %
2018/10/21 17:38:14.953, [Not Supported], 6 %, 4 %
2018/10/21 17:38:15.954, [Not Supported], 0 %, 0 %
2018/10/21 17:38:16.955, [Not Supported], 0 %, 0 %
2018/10/21 17:38:17.957, [Not Supported], 0 %, 0 %
2018/10/21 17:38:18.957, [Not Supported], 25 %, 15 %
2018/10/21 17:38:19.958, [Not Supported], 0 %, 0 %
2018/10/21 17:38:20.960, [Not Supported], 0 %, 0 %
2018/10/21 17:38:21.961, [Not Supported], 6 %, 2 %
2018/10/21 17:38:22.961, [Not Supported], 25 %, 8 %
2018/10/21 17:38:23.962, [Not Supported], 26 %, 9 %
2018/10/21 17:38:24.962, [Not Supported], 26 %, 16 %
2018/10/21 17:38:25.963, [Not Supported], 4 %, 1 %
2018/10/21 17:38:26.964, [Not Supported], 31 %, 20 %
2018/10/21 17:38:27.965, [Not Supported], 27 %, 18 %
2018/10/21 17:38:28.966, [Not Supported], 23 %, 12 %
2018/10/21 17:38:29.967, [Not Supported], 67 %, 54 %
2018/10/21 17:38:30.967, [Not Supported], 16 %, 8 %
2018/10/21 17:38:31.968, [Not Supported], 0 %, 0 %
2018/10/21 17:38:32.969, [Not Supported], 0 %, 0 %
2018/10/21 17:38:33.969, [Not Supported], 0 %, 0 %
2018/10/21 17:38:34.970, [Not Supported], 0 %, 0 %
2018/10/21 17:38:35.971, [Not Supported], 5 %, 1 %
2018/10/21 17:38:36.971, [Not Supported], 21 %, 9 %
2018/10/21 17:38:37.972, [Not Supported], 19 %, 8 %
2018/10/21 17:38:38.972, [Not Supported], 20 %, 8 %
2018/10/21 17:38:39.973, [Not Supported], 20 %, 8 %
2018/10/21 17:38:40.974, [Not Supported], 15 %, 6 %
2018/10/21 17:38:41.974, [Not Supported], 4 %, 1 %
2018/10/21 17:38:42.975, [Not Supported], 0 %, 0 %
2018/10/21 17:38:43.976, [Not Supported], 15 %, 6 %
2018/10/21 17:38:44.976, [Not Supported], 20 %, 8 %
2018/10/21 17:38:45.977, [Not Supported], 8 %, 4 %
2018/10/21 17:38:46.978, [Not Supported], 4 %, 1 %
2018/10/21 17:38:47.978, [Not Supported], 19 %, 8 %
2018/10/21 17:38:48.979, [Not Supported], 11 %, 5 %
2018/10/21 17:38:49.980, [Not Supported], 12 %, 5 %
2018/10/21 17:38:50.980, [Not Supported], 12 %, 5 %
2018/10/21 17:38:51.981, [Not Supported], 13 %, 5 %
2018/10/21 17:38:52.982, [Not Supported], 12 %, 5 %
2018/10/21 17:38:53.982, [Not Supported], 15 %, 6 %
2018/10/21 17:38:54.983, [Not Supported], 21 %, 9 %
2018/10/21 17:38:55.983, [Not Supported], 21 %, 9 %
2018/10/21 17:38:56.984, [Not Supported], 11 %, 5 %
2018/10/21 17:38:57.984, [Not Supported], 9 %, 4 %
2018/10/21 17:38:58.985, [Not Supported], 0 %, 0 %
2018/10/21 17:38:59.986, [Not Supported], 0 %, 0 %
2018/10/21 17:39:00.987, [Not Supported], 0 %, 0 %
2018/10/21 17:39:01.987, [Not Supported], 3 %, 0 %
2018/10/21 17:39:02.988, [Not Supported], 13 %, 6 %
2018/10/21 17:39:03.989, [Not Supported], 14 %, 7 %
2018/10/21 17:39:04.989, [Not Supported], 17 %, 8 %
2018/10/21 17:39:05.990, [Not Supported], 6 %, 2 %
2018/10/21 17:39:06.990, [Not Supported], 7 %, 2 %
2018/10/21 17:39:07.991, [Not Supported], 0 %, 0 %
2018/10/21 17:39:08.991, [Not Supported], 0 %, 0 %
2018/10/21 17:39:09.992, [Not Supported], 0 %, 0 %
2018/10/21 17:39:10.993, [Not Supported], 13 %, 5 %
2018/10/21 17:39:11.993, [Not Supported], 6 %, 3 %
2018/10/21 17:39:12.994, [Not Supported], 26 %, 18 %
2018/10/21 17:39:13.995, [Not Supported], 0 %, 0 %
2018/10/21 17:39:14.996, [Not Supported], 0 %, 0 %
2018/10/21 17:39:15.997, [Not Supported], 0 %, 0 %
2018/10/21 17:39:16.997, [Not Supported], 0 %, 0 %
2018/10/21 17:39:17.999, [Not Supported], 39 %, 25 %
2018/10/21 17:39:19.000, [Not Supported], 61 %, 46 %
2018/10/21 17:39:20.001, [Not Supported], 25 %, 13 %
2018/10/21 17:39:21.001, [Not Supported], 57 %, 46 %
2018/10/21 17:39:22.002, [Not Supported], 13 %, 6 %
2018/10/21 17:39:23.003, [Not Supported], 30 %, 16 %
2018/10/21 17:39:24.004, [Not Supported], 53 %, 47 %
2018/10/21 17:39:25.005, [Not Supported], 13 %, 4 %
2018/10/21 17:39:26.006, [Not Supported], 8 %, 2 %
2018/10/21 17:39:27.007, [Not Supported], 28 %, 11 %
2018/10/21 17:39:28.007, [Not Supported], 9 %, 1 %
